No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
3285,2013,7,15,20,48.0,38.0,3.0,79.0,1100.0,2.0,23.9,991.5,23.7,0.3,N,0.2,Aotizhongxin,2013-07-15 20:00:00,2013-07,No Rain
3290,2013,7,16,1,56.0,45.0,5.0,56.0,1200.0,2.0,23.2,990.3,23.2,0.1,NW,0.5,Aotizhongxin,2013-07-16 01:00:00,2013-07,No Rain
3538,2013,7,26,9,44.0,87.0,82.0,69.0,2100.0,8.0,24.6,998.9,22.7,1.1,NW,1.1,Aotizhongxin,2013-07-26 09:00:00,2013-07,Light Rain
3539,2013,7,26,10,46.0,111.0,71.0,70.0,1900.0,10.0,24.3,999.1,22.9,0.2,SW,0.9,Aotizhongxin,2013-07-26 10:00:00,2013-07,No Rain
3540,2013,7,26,11,49.0,105.0,55.0,65.0,2000.0,22.0,23.8,999.1,22.4,0.8,ENE,1.7,Aotizhongxin,2013-07-26 11:00:00,2013-07,No Rain
3541,2013,7,26,12,56.0,120.0,22.0,64.0,2400.0,20.0,23.3,999.0,22.3,0.2,NE,1.6,Aotizhongxin,2013-07-26 12:00:00,2013-07,No Rain
3558,2013,7,27,5,93.0,79.0,8.0,58.0,1000.0,4.0,24.3,995.6,23.1,0.4,NNE,0.7,Aotizhongxin,2013-07-27 05:00:00,2013-07,No Rain
3559,2013,7,27,6,92.0,73.0,7.0,49.0,1000.0,17.0,24.0,995.5,23.1,0.1,NE,0.2,Aotizhongxin,2013-07-27 06:00:00,2013-07,No Rain
3560,2013,7,27,7,90.0,73.0,6.0,49.0,1200.0,14.0,24.0,996.2,23.3,0.2,NE,0.9,Aotizhongxin,2013-07-27 07:00:00,2013-07,No Rain
3562,2013,7,27,9,85.0,43.0,5.0,41.0,1000.0,31.0,24.1,995.7,23.4,0.1,NE,0.6,Aotizhongxin,2013-07-27 09:00:00,2013-07,No Rain
3649,2013,7,31,0,67.0,127.0,7.0,31.0,500.0,132.0,21.2,994.8,20.9,2.3,SE,0.8,Aotizhongxin,2013-07-31 00:00:00,2013-07,Light Rain
3650,2013,7,31,1,13.0,13.0,3.0,26.0,200.0,96.0,21.3,993.5,21.0,0.8,NE,1.0,Aotizhongxin,2013-07-31 01:00:00,2013-07,No Rain
3667,2013,7,31,18,102.0,140.0,8.0,37.0,900.0,202.0,28.8,992.7,26.4,1.8,SSE,0.6,Aotizhongxin,2013-07-31 18:00:00,2013-07,Light Rain
3668,2013,7,31,19,117.0,198.0,8.0,54.0,900.0,186.0,22.8,995.4,21.3,1.7,NNE,4.3,Aotizhongxin,2013-07-31 19:00:00,2013-07,Light Rain
3670,2013,7,31,21,19.0,19.0,3.0,18.0,300.0,133.0,22.4,996.5,22.1,1.6,NE,1.3,Aotizhongxin,2013-07-31 21:00:00,2013-07,Light Rain
3671,2013,7,31,22,19.0,32.0,3.0,24.0,300.0,110.0,22.6,996.7,22.3,3.6,NE,2.0,Aotizhongxin,2013-07-31 22:00:00,2013-07,Light Rain
3678,2013,8,1,5,25.0,21.0,3.0,42.0,300.0,42.0,21.0,996.7,21.0,0.1,SE,0.5,Aotizhongxin,2013-08-01 05:00:00,2013-08,No Rain
3682,2013,8,1,9,38.0,28.0,3.0,30.0,400.0,63.0,23.8,998.8,21.5,0.5,ENE,1.0,Aotizhongxin,2013-08-01 09:00:00,2013-08,No Rain
3683,2013,8,1,10,38.0,30.0,3.0,30.0,400.0,44.0,23.4,999.1,22.4,0.6,SSW,0.7,Aotizhongxin,2013-08-01 10:00:00,2013-08,No Rain
3685,2013,8,1,12,47.0,56.0,3.0,77.0,700.0,16.0,23.1,999.4,21.9,0.3,SSW,0.6,Aotizhongxin,2013-08-01 12:00:00,2013-08,No Rain
3765,2013,8,4,20,146.0,73.0,6.0,26.0,900.0,129.0,21.6,994.5,20.6,2.3,NE,2.1,Aotizhongxin,2013-08-04 20:00:00,2013-08,Light Rain
3766,2013,8,4,21,6.0,6.0,3.0,22.0,300.0,114.0,21.5,994.3,20.5,0.5,SW,1.2,Aotizhongxin,2013-08-04 21:00:00,2013-08,No Rain
3824,2013,8,7,7,34.0,10.0,3.0,34.0,400.0,62.0,25.5,997.2,23.4,0.3,WSW,1.3,Aotizhongxin,2013-08-07 07:00:00,2013-08,No Rain
3831,2013,8,7,14,21.0,27.0,15.0,34.0,500.0,58.0,23.7,997.6,21.4,6.0,NE,2.7,Aotizhongxin,2013-08-07 14:00:00,2013-08,Moderate Rain
3835,2013,8,7,18,16.0,33.0,6.0,43.0,500.0,52.0,22.4,995.5,21.6,0.4,NNE,0.8,Aotizhongxin,2013-08-07 18:00:00,2013-08,No Rain
3927,2013,8,11,14,249.0,226.0,7.0,36.0,1400.0,169.0,28.5,997.4,27.4,3.6,NE,4.3,Aotizhongxin,2013-08-11 14:00:00,2013-08,Light Rain
3929,2013,8,11,16,146.0,146.0,4.0,30.0,1200.0,138.0,23.6,998.9,23.1,6.8,SSW,0.4,Aotizhongxin,2013-08-11 16:00:00,2013-08,Moderate Rain
3932,2013,8,11,19,41.0,5.0,3.0,52.0,800.0,58.0,23.4,1001.5,23.2,0.1,NW,0.2,Aotizhongxin,2013-08-11 19:00:00,2013-08,No Rain
4054,2013,8,16,21,185.0,233.0,11.0,103.0,1700.0,2.0,28.7,993.0,27.8,1.1,NNE,0.9,Aotizhongxin,2013-08-16 21:00:00,2013-08,Light Rain
4146,2013,8,20,17,88.0,238.0,12.0,60.0,1100.0,126.0,26.4,1002.4,23.9,0.5,NNE,1.4,Aotizhongxin,2013-08-20 17:00:00,2013-08,No Rain
4147,2013,8,20,18,95.0,104.0,11.0,63.0,1200.0,106.0,25.0,1002.8,23.6,0.4,N,1.0,Aotizhongxin,2013-08-20 18:00:00,2013-08,No Rain
4148,2013,8,20,19,113.0,141.0,9.0,69.0,1300.0,84.0,24.5,1003.2,23.6,0.8,NNW,0.4,Aotizhongxin,2013-08-20 19:00:00,2013-08,No Rain
4149,2013,8,20,20,105.0,141.0,9.0,63.0,1400.0,84.0,24.1,1003.6,23.6,0.4,N,0.1,Aotizhongxin,2013-08-20 20:00:00,2013-08,No Rain
4151,2013,8,20,22,91.0,111.0,5.0,58.0,1100.0,37.0,23.8,1003.0,23.3,0.2,NNE,1.2,Aotizhongxin,2013-08-20 22:00:00,2013-08,No Rain
4152,2013,8,20,23,82.0,107.0,5.0,83.0,1300.0,25.0,24.2,1003.0,23.9,0.2,E,0.0,Aotizhongxin,2013-08-20 23:00:00,2013-08,No Rain
4158,2013,8,21,5,136.0,84.0,3.0,63.0,1200.0,1.0,23.4,1002.8,23.1,0.1,NE,1.0,Aotizhongxin,2013-08-21 05:00:00,2013-08,No Rain
4187,2013,8,22,10,127.0,142.0,6.0,89.0,1200.0,18.0,24.2,1004.5,22.8,0.1,NNW,0.1,Aotizhongxin,2013-08-22 10:00:00,2013-08,No Rain
4317,2013,8,27,20,52.0,60.0,7.0,66.0,600.0,54.0,23.9,1000.2,22.2,0.8,SSE,1.8,Aotizhongxin,2013-08-27 20:00:00,2013-08,No Rain
4318,2013,8,27,21,44.0,60.0,6.0,57.0,600.0,71.0,23.5,999.9,21.8,0.1,ESE,0.7,Aotizhongxin,2013-08-27 21:00:00,2013-08,No Rain
4319,2013,8,27,22,48.0,60.0,6.0,55.0,500.0,43.0,23.5,999.7,21.6,0.1,SSE,1.0,Aotizhongxin,2013-08-27 22:00:00,2013-08,No Rain
4320,2013,8,27,23,40.0,55.0,10.0,56.0,500.0,35.0,23.7,998.6,21.6,0.1,ESE,1.3,Aotizhongxin,2013-08-27 23:00:00,2013-08,No Rain
4321,2013,8,28,0,29.0,34.0,8.0,52.0,500.0,31.0,23.3,997.7,21.2,0.1,SSE,1.0,Aotizhongxin,2013-08-28 00:00:00,2013-08,No Rain
4323,2013,8,28,2,21.0,23.0,7.0,49.0,500.0,25.0,22.6,996.5,21.4,0.9,S,1.1,Aotizhongxin,2013-08-28 02:00:00,2013-08,No Rain
4324,2013,8,28,3,23.0,36.0,6.0,51.0,600.0,20.0,22.3,995.5,21.5,0.7,SSE,1.4,Aotizhongxin,2013-08-28 03:00:00,2013-08,No Rain
4325,2013,8,28,4,30.0,36.0,4.0,48.0,1100.0,11.0,22.0,995.5,21.5,6.0,SW,2.0,Aotizhongxin,2013-08-28 04:00:00,2013-08,Moderate Rain
4326,2013,8,28,5,54.0,36.0,2.0,45.0,800.0,19.0,22.3,995.3,22.0,0.3,W,0.8,Aotizhongxin,2013-08-28 05:00:00,2013-08,No Rain
4327,2013,8,28,6,55.0,39.0,2.0,41.0,700.0,24.0,22.3,995.4,22.0,0.4,W,0.4,Aotizhongxin,2013-08-28 06:00:00,2013-08,No Rain
4328,2013,8,28,7,48.0,22.0,3.0,58.0,1600.0,1.0,22.4,995.3,22.1,0.8,WNW,0.4,Aotizhongxin,2013-08-28 07:00:00,2013-08,No Rain
4329,2013,8,28,8,52.0,29.0,4.0,65.0,2100.0,1.0,22.4,995.3,22.1,0.1,NW,1.2,Aotizhongxin,2013-08-28 08:00:00,2013-08,No Rain
4492,2013,9,4,3,151.0,151.0,9.0,46.0,1200.0,35.0,18.4,1010.7,17.6,0.6,S,0.4,Aotizhongxin,2013-09-04 03:00:00,2013-09,No Rain
4493,2013,9,4,4,138.0,75.0,8.0,41.0,1100.0,46.0,18.3,1011.4,17.8,0.3,WSW,1.2,Aotizhongxin,2013-09-04 04:00:00,2013-09,No Rain
4497,2013,9,4,8,46.0,17.0,1.0,40.0,700.0,41.0,19.2,1011.4,18.7,0.1,NE,0.7,Aotizhongxin,2013-09-04 08:00:00,2013-09,No Rain
4500,2013,9,4,11,53.0,18.0,3.0,52.0,800.0,40.0,19.5,1011.5,18.5,0.6,SW,2.0,Aotizhongxin,2013-09-04 11:00:00,2013-09,No Rain
4501,2013,9,4,12,34.0,44.0,3.0,49.0,800.0,48.0,19.3,1011.0,18.1,1.3,SW,1.5,Aotizhongxin,2013-09-04 12:00:00,2013-09,Light Rain
4502,2013,9,4,13,64.0,74.0,2.0,71.0,1100.0,19.0,20.0,1009.9,18.5,0.1,SW,0.8,Aotizhongxin,2013-09-04 13:00:00,2013-09,No Rain
4508,2013,9,4,19,45.0,49.0,5.0,58.0,1000.0,78.0,20.0,1009.9,19.0,0.7,WSW,1.2,Aotizhongxin,2013-09-04 19:00:00,2013-09,No Rain
4509,2013,9,4,20,63.0,81.0,5.0,69.0,1000.0,49.0,19.3,1010.6,18.6,3.2,NE,1.2,Aotizhongxin,2013-09-04 20:00:00,2013-09,Light Rain
4510,2013,9,4,21,61.0,72.0,1.0,67.0,1200.0,38.0,19.1,1010.4,18.6,1.8,N,2.8,Aotizhongxin,2013-09-04 21:00:00,2013-09,Light Rain
4511,2013,9,4,22,79.0,72.0,3.0,58.0,1100.0,38.0,18.2,1010.1,17.7,3.9,NE,1.2,Aotizhongxin,2013-09-04 22:00:00,2013-09,Light Rain
4512,2013,9,4,23,55.0,55.0,1.0,48.0,700.0,53.0,18.3,1009.8,17.8,0.5,NNE,1.5,Aotizhongxin,2013-09-04 23:00:00,2013-09,No Rain
4513,2013,9,5,0,25.0,12.0,1.0,37.0,400.0,57.0,18.1,1009.8,17.8,0.6,NE,1.2,Aotizhongxin,2013-09-05 00:00:00,2013-09,No Rain
4515,2013,9,5,2,21.0,5.0,4.0,38.0,300.0,35.0,17.0,1009.2,16.5,0.8,NE,1.3,Aotizhongxin,2013-09-05 02:00:00,2013-09,No Rain
4516,2013,9,5,3,16.0,2.0,2.0,35.0,300.0,30.0,16.9,1009.0,16.6,0.2,E,1.1,Aotizhongxin,2013-09-05 03:00:00,2013-09,No Rain
4517,2013,9,5,4,16.0,16.0,3.0,35.0,200.0,10.0,17.0,1009.0,16.7,0.1,NNE,0.2,Aotizhongxin,2013-09-05 04:00:00,2013-09,No Rain
4542,2013,9,6,5,45.0,46.0,17.0,48.0,1400.0,12.0,18.2,1012.0,16.5,0.1,NNW,1.0,Aotizhongxin,2013-09-06 05:00:00,2013-09,No Rain
4543,2013,9,6,6,43.0,51.0,14.0,47.0,1100.0,12.0,17.7,1011.4,17.1,1.3,NNE,1.7,Aotizhongxin,2013-09-06 06:00:00,2013-09,Light Rain
4602,2013,9,8,17,128.0,163.0,43.0,59.0,1700.0,101.0,22.1,1008.9,19.6,8.6,NNW,1.9,Aotizhongxin,2013-09-08 17:00:00,2013-09,Heavy Rain
4604,2013,9,8,19,165.0,194.0,19.0,59.0,3000.0,71.0,20.9,1009.7,20.2,0.6,ENE,1.0,Aotizhongxin,2013-09-08 19:00:00,2013-09,No Rain
4605,2013,9,8,20,112.0,194.0,18.0,65.0,1900.0,65.0,20.5,1009.8,20.0,0.1,NNE,0.7,Aotizhongxin,2013-09-08 20:00:00,2013-09,No Rain
4615,2013,9,9,6,65.0,69.0,3.0,63.0,700.0,22.0,18.8,1008.5,18.1,0.2,WSW,1.3,Aotizhongxin,2013-09-09 06:00:00,2013-09,No Rain
4703,2013,9,12,22,224.0,265.0,14.0,158.0,2300.0,1.0,19.6,1002.1,18.1,4.0,SE,1.0,Aotizhongxin,2013-09-12 22:00:00,2013-09,Light Rain
4704,2013,9,12,23,144.0,265.0,13.0,96.0,1300.0,41.0,19.0,1003.6,18.3,0.1,SSW,1.1,Aotizhongxin,2013-09-12 23:00:00,2013-09,No Rain
4725,2013,9,13,20,163.0,221.0,6.0,68.0,1900.0,1.0,19.9,1001.6,19.6,0.8,W,2.3,Aotizhongxin,2013-09-13 20:00:00,2013-09,No Rain
4727,2013,9,13,22,67.0,72.0,5.0,61.0,1500.0,1.0,19.9,1000.5,19.7,0.1,SW,1.0,Aotizhongxin,2013-09-13 22:00:00,2013-09,No Rain
4732,2013,9,14,3,75.0,90.0,6.0,53.0,1200.0,1.0,19.0,1001.0,18.8,0.1,NE,1.0,Aotizhongxin,2013-09-14 03:00:00,2013-09,No Rain
4811,2013,9,17,10,81.0,136.0,17.0,65.0,1600.0,1.0,20.3,1009.9,19.3,0.7,WNW,0.0,Aotizhongxin,2013-09-17 10:00:00,2013-09,No Rain
4812,2013,9,17,11,83.0,146.0,15.0,70.0,1500.0,1.0,20.0,1009.5,19.5,1.3,ENE,0.9,Aotizhongxin,2013-09-17 11:00:00,2013-09,Light Rain
4813,2013,9,17,12,85.0,100.0,13.0,71.0,1900.0,1.0,20.3,1009.7,19.6,0.8,NE,1.0,Aotizhongxin,2013-09-17 12:00:00,2013-09,No Rain
4814,2013,9,17,13,88.0,91.0,14.0,67.0,2000.0,1.0,20.5,1009.3,19.8,0.2,NNE,0.7,Aotizhongxin,2013-09-17 13:00:00,2013-09,No Rain
4816,2013,9,17,15,88.0,97.0,11.0,71.0,1900.0,1.0,20.5,1009.8,20.0,0.1,WSW,0.1,Aotizhongxin,2013-09-17 15:00:00,2013-09,No Rain
4818,2013,9,17,17,88.0,99.0,12.0,80.0,2000.0,1.0,20.6,1010.4,20.1,0.1,N,0.5,Aotizhongxin,2013-09-17 17:00:00,2013-09,No Rain
4827,2013,9,18,2,101.0,118.0,16.0,58.0,2600.0,1.0,19.7,1013.8,19.4,0.1,E,0.5,Aotizhongxin,2013-09-18 02:00:00,2013-09,No Rain
4828,2013,9,18,3,101.0,112.0,13.0,56.0,2500.0,1.0,19.8,1013.9,19.5,1.0,N,0.5,Aotizhongxin,2013-09-18 03:00:00,2013-09,No Rain
4829,2013,9,18,4,113.0,112.0,14.0,52.0,2400.0,1.0,19.7,1014.3,19.5,1.8,NE,0.0,Aotizhongxin,2013-09-18 04:00:00,2013-09,Light Rain
4830,2013,9,18,5,113.0,77.0,14.0,52.0,2400.0,1.0,19.7,1014.5,19.5,1.8,NE,0.8,Aotizhongxin,2013-09-18 05:00:00,2013-09,Light Rain
4831,2013,9,18,6,113.0,65.0,14.0,52.0,2400.0,1.0,19.8,1014.8,19.6,0.7,NE,1.1,Aotizhongxin,2013-09-18 06:00:00,2013-09,No Rain
4832,2013,9,18,7,113.0,61.0,14.0,52.0,2400.0,1.0,20.1,1015.3,19.9,0.4,ENE,0.5,Aotizhongxin,2013-09-18 07:00:00,2013-09,No Rain
4858,2013,9,19,9,103.0,127.0,23.0,54.0,2200.0,1.0,20.7,1008.5,19.9,0.7,NE,0.2,Aotizhongxin,2013-09-19 09:00:00,2013-09,No Rain
4859,2013,9,19,10,109.0,131.0,21.0,62.0,2299.0,1.0,21.1,1008.2,19.7,0.1,SW,0.6,Aotizhongxin,2013-09-19 10:00:00,2013-09,No Rain
4947,2013,9,23,2,137.0,178.0,23.0,77.0,3200.0,1.0,19.3,1009.0,17.8,0.4,NW,2.1,Aotizhongxin,2013-09-23 02:00:00,2013-09,No Rain
4949,2013,9,23,4,109.0,200.0,9.0,67.0,1700.0,1.0,17.0,1009.5,15.7,1.7,NNE,2.7,Aotizhongxin,2013-09-23 04:00:00,2013-09,Light Rain
4950,2013,9,23,5,74.0,74.0,8.0,46.0,1300.0,6.0,15.8,1011.0,13.1,0.2,NNE,2.3,Aotizhongxin,2013-09-23 05:00:00,2013-09,No Rain
4951,2013,9,23,6,13.0,13.0,6.0,20.0,300.0,35.0,15.2,1011.0,12.1,0.5,NNE,3.4,Aotizhongxin,2013-09-23 06:00:00,2013-09,No Rain
4952,2013,9,23,7,8.0,8.0,3.0,22.0,200.0,32.0,15.8,1012.3,10.1,0.1,NNE,2.0,Aotizhongxin,2013-09-23 07:00:00,2013-09,No Rain
4953,2013,9,23,8,7.0,7.0,1.0,23.0,200.0,31.0,15.5,1013.2,8.5,0.2,NNE,2.2,Aotizhongxin,2013-09-23 08:00:00,2013-09,No Rain
4954,2013,9,23,9,8.0,8.0,4.0,28.0,300.0,25.0,15.8,1013.5,7.8,0.1,NNE,2.6,Aotizhongxin,2013-09-23 09:00:00,2013-09,No Rain
4956,2013,9,23,11,12.0,6.0,6.0,31.0,300.0,18.0,14.7,1013.9,8.6,0.4,NNE,3.7,Aotizhongxin,2013-09-23 11:00:00,2013-09,No Rain
4957,2013,9,23,12,9.0,26.0,9.0,25.0,300.0,13.0,15.9,1014.0,7.6,0.1,NNE,2.6,Aotizhongxin,2013-09-23 12:00:00,2013-09,No Rain
5142,2013,10,1,5,131.0,145.0,15.0,71.0,1300.0,1.0,17.5,1009.8,17.0,0.8,NE,0.7,Aotizhongxin,2013-10-01 05:00:00,2013-10,No Rain
5143,2013,10,1,6,123.0,130.0,13.0,71.0,1300.0,1.0,17.4,1010.4,17.1,0.4,NNW,0.9,Aotizhongxin,2013-10-01 06:00:00,2013-10,No Rain
5144,2013,10,1,7,97.0,106.0,12.0,63.0,1200.0,1.0,17.7,1010.9,17.4,0.6,NNW,1.1,Aotizhongxin,2013-10-01 07:00:00,2013-10,No Rain
5145,2013,10,1,8,108.0,112.0,11.0,63.0,1300.0,1.0,17.3,1011.2,17.0,0.2,NE,0.8,Aotizhongxin,2013-10-01 08:00:00,2013-10,No Rain
5146,2013,10,1,9,92.0,112.0,10.0,62.0,900.0,4.0,17.1,1011.5,16.8,0.2,S,0.5,Aotizhongxin,2013-10-01 09:00:00,2013-10,No Rain
5147,2013,10,1,10,40.0,7.0,8.0,45.0,700.0,26.0,16.9,1011.5,16.6,0.2,NNE,0.6,Aotizhongxin,2013-10-01 10:00:00,2013-10,No Rain
5659,2013,10,22,18,129.0,139.0,66.0,74.0,1100.0,40.0,12.2,1014.5,8.5,0.2,ESE,0.7,Aotizhongxin,2013-10-22 18:00:00,2013-10,No Rain
5661,2013,10,22,20,83.0,87.0,10.0,65.0,900.0,2.0,10.2,1015.1,8.6,0.1,ENE,1.0,Aotizhongxin,2013-10-22 20:00:00,2013-10,No Rain
8238,2014,2,7,5,91.0,70.0,55.0,54.0,1300.0,4.0,-2.5,1022.2,-4.7,0.1,S,1.2,Aotizhongxin,2014-02-07 05:00:00,2014-02,No Rain
8239,2014,2,7,6,96.0,86.0,54.0,57.0,1400.0,2.0,-3.0,1022.7,-4.6,0.3,S,1.5,Aotizhongxin,2014-02-07 06:00:00,2014-02,No Rain
8240,2014,2,7,7,90.0,85.0,32.0,53.0,1300.0,6.0,-3.5,1022.7,-4.9,0.4,SSE,2.0,Aotizhongxin,2014-02-07 07:00:00,2014-02,No Rain
8241,2014,2,7,8,86.0,65.0,27.0,57.0,1600.0,3.0,-3.5,1022.6,-5.2,0.2,SSW,1.1,Aotizhongxin,2014-02-07 08:00:00,2014-02,No Rain
8242,2014,2,7,9,88.0,63.0,30.0,55.0,1500.0,5.0,-3.3,1022.7,-4.6,0.9,S,1.0,Aotizhongxin,2014-02-07 09:00:00,2014-02,No Rain
8243,2014,2,7,10,89.0,72.0,29.0,52.0,1500.0,8.0,-2.7,1022.2,-4.4,0.6,S,1.1,Aotizhongxin,2014-02-07 10:00:00,2014-02,No Rain
8244,2014,2,7,11,92.0,68.0,30.0,52.0,1500.0,8.0,-2.4,1021.2,-4.7,0.4,SSE,1.4,Aotizhongxin,2014-02-07 11:00:00,2014-02,No Rain
8245,2014,2,7,12,96.0,62.0,32.0,46.0,1400.0,16.0,-2.5,1020.1,-5.0,0.1,S,2.0,Aotizhongxin,2014-02-07 12:00:00,2014-02,No Rain
8246,2014,2,7,13,81.0,44.0,30.0,43.0,1000.0,26.0,-2.4,1019.2,-4.6,0.2,ESE,0.9,Aotizhongxin,2014-02-07 13:00:00,2014-02,No Rain
8247,2014,2,7,14,75.0,43.0,26.0,45.0,1000.0,26.0,-2.2,1018.6,-4.4,0.1,SSE,0.8,Aotizhongxin,2014-02-07 14:00:00,2014-02,No Rain
8248,2014,2,7,15,77.0,41.0,29.0,42.0,1000.0,33.0,-2.5,1018.3,-4.2,0.1,S,0.9,Aotizhongxin,2014-02-07 15:00:00,2014-02,No Rain
8249,2014,2,7,16,79.0,55.0,27.0,47.0,1000.0,29.0,-2.8,1018.4,-4.2,0.1,SW,1.1,Aotizhongxin,2014-02-07 16:00:00,2014-02,No Rain
8250,2014,2,7,17,84.0,64.0,23.0,54.0,1100.0,21.0,-2.8,1018.6,-3.8,0.3,WNW,0.9,Aotizhongxin,2014-02-07 17:00:00,2014-02,No Rain
8251,2014,2,7,18,84.0,61.0,20.0,59.0,1200.0,16.0,-2.8,1018.5,-3.6,0.2,N,1.2,Aotizhongxin,2014-02-07 18:00:00,2014-02,No Rain
8255,2014,2,7,22,81.0,56.0,33.0,65.0,1300.0,3.0,-3.1,1018.6,-4.2,0.1,NNW,0.5,Aotizhongxin,2014-02-07 22:00:00,2014-02,No Rain
8257,2014,2,8,0,74.0,50.0,28.0,52.0,1300.0,13.0,-2.9,1018.6,-3.9,0.2,WSW,1.3,Aotizhongxin,2014-02-08 00:00:00,2014-02,No Rain
8259,2014,2,8,2,69.0,43.0,15.0,36.0,1100.0,15.0,-3.4,1019.0,-4.2,0.3,N,1.5,Aotizhongxin,2014-02-08 02:00:00,2014-02,No Rain
8706,2014,2,26,17,427.0,408.0,147.0,143.0,4600.0,2.0,7.6,1017.0,4.5,0.4,NE,1.7,Aotizhongxin,2014-02-26 17:00:00,2014-02,No Rain
8707,2014,2,26,18,187.0,138.0,64.0,60.0,1800.0,30.0,6.7,1017.4,5.0,0.4,ENE,0.5,Aotizhongxin,2014-02-26 18:00:00,2014-02,No Rain
8708,2014,2,26,19,107.0,32.0,35.0,50.0,1300.0,23.0,6.8,1017.7,4.3,0.1,N,1.9,Aotizhongxin,2014-02-26 19:00:00,2014-02,No Rain
8709,2014,2,26,20,85.0,5.0,35.0,60.0,1200.0,9.0,7.0,1018.1,2.7,0.2,NE,1.8,Aotizhongxin,2014-02-26 20:00:00,2014-02,No Rain
9414,2014,3,28,5,143.0,234.0,31.0,69.0,1500.0,2.0,11.8,1002.6,10.4,0.4,ENE,1.1,Aotizhongxin,2014-03-28 05:00:00,2014-03,No Rain
9415,2014,3,28,6,159.0,189.0,24.0,82.0,1600.0,2.0,11.5,1003.1,10.6,0.4,SSE,0.2,Aotizhongxin,2014-03-28 06:00:00,2014-03,No Rain
9417,2014,3,28,8,112.0,124.0,15.0,70.0,1500.0,2.0,13.4,1002.9,12.1,0.1,NE,1.2,Aotizhongxin,2014-03-28 08:00:00,2014-03,No Rain
9895,2014,4,17,6,100.0,327.0,12.0,101.0,1200.0,2.0,11.1,1006.3,9.4,0.2,NE,0.7,Aotizhongxin,2014-04-17 06:00:00,2014-04,No Rain
9896,2014,4,17,7,91.0,162.0,7.0,95.0,1200.0,2.0,11.3,1007.2,9.9,0.7,NE,1.9,Aotizhongxin,2014-04-17 07:00:00,2014-04,No Rain
9897,2014,4,17,8,96.0,126.0,9.0,101.0,1300.0,2.0,11.5,1008.1,10.4,1.3,NNE,1.3,Aotizhongxin,2014-04-17 08:00:00,2014-04,Light Rain
9898,2014,4,17,9,107.0,150.0,8.0,95.0,1500.0,4.0,11.4,1008.5,9.3,0.2,NE,1.8,Aotizhongxin,2014-04-17 09:00:00,2014-04,No Rain
10101,2014,4,25,20,115.0,287.0,10.0,38.0,400.0,68.0,16.6,1012.5,10.0,0.6,N,1.7,Aotizhongxin,2014-04-25 20:00:00,2014-04,No Rain
10102,2014,4,25,21,118.0,300.0,9.0,28.0,400.0,69.0,13.5,1013.7,11.9,2.9,NE,1.7,Aotizhongxin,2014-04-25 21:00:00,2014-04,Light Rain
10103,2014,4,25,22,113.0,313.0,6.0,22.0,300.0,73.0,12.8,1013.5,11.5,2.8,NNE,2.1,Aotizhongxin,2014-04-25 22:00:00,2014-04,Light Rain
10104,2014,4,25,23,110.0,279.0,4.0,20.0,200.0,71.0,12.4,1013.3,11.3,1.1,NE,1.4,Aotizhongxin,2014-04-25 23:00:00,2014-04,Light Rain
10105,2014,4,26,0,64.0,119.0,4.0,25.0,300.0,50.0,12.1,1013.5,10.8,0.7,NE,1.6,Aotizhongxin,2014-04-26 00:00:00,2014-04,No Rain
10106,2014,4,26,1,31.0,31.0,2.0,25.0,200.0,45.0,11.9,1013.2,10.8,0.9,ENE,1.2,Aotizhongxin,2014-04-26 01:00:00,2014-04,No Rain
10107,2014,4,26,2,25.0,35.0,2.0,27.0,200.0,40.0,11.7,1013.4,10.6,0.5,E,1.1,Aotizhongxin,2014-04-26 02:00:00,2014-04,No Rain
10108,2014,4,26,3,23.0,35.0,2.0,28.0,300.0,32.0,11.5,1013.8,10.4,0.1,NE,1.9,Aotizhongxin,2014-04-26 03:00:00,2014-04,No Rain
10242,2014,5,1,17,162.0,216.0,37.0,28.0,1000.0,191.0,16.3,1001.4,12.5,2.5,NE,1.2,Aotizhongxin,2014-05-01 17:00:00,2014-05,Light Rain
10266,2014,5,2,17,28.0,56.0,2.0,14.0,200.0,92.0,15.9,1011.5,5.5,0.1,W,2.1,Aotizhongxin,2014-05-02 17:00:00,2014-05,No Rain
10367,2014,5,6,22,117.0,230.0,43.0,87.0,1400.0,49.0,15.3,997.9,11.9,0.4,WNW,0.8,Aotizhongxin,2014-05-06 22:00:00,2014-05,No Rain
10463,2014,5,10,22,49.0,85.0,29.0,64.0,1400.0,49.0,14.7,1010.9,9.1,0.1,S,0.5,Aotizhongxin,2014-05-10 22:00:00,2014-05,No Rain
10464,2014,5,10,23,45.0,143.0,17.0,54.0,1100.0,56.0,13.0,1010.5,10.9,0.9,N,0.6,Aotizhongxin,2014-05-10 23:00:00,2014-05,No Rain
10465,2014,5,11,0,42.0,79.0,9.0,58.0,1200.0,32.0,11.7,1009.7,10.4,1.9,NE,1.9,Aotizhongxin,2014-05-11 00:00:00,2014-05,Light Rain
10466,2014,5,11,1,40.0,47.0,6.0,64.0,1200.0,22.0,10.7,1008.2,9.9,3.1,NNE,1.8,Aotizhongxin,2014-05-11 01:00:00,2014-05,Light Rain
